Country,Group 1,Group 2,Gap,Endowments,Coefficients,Interaction
Canada,10.234547702209856,9.930791074721899,0.3037566274879566,0.07540300350424603,0.22389171831376115,0.0050097880816651445
Panama,8.57707610963465,8.30032504266796,0.27675106696668905,-0.00033858348847275177,0.34611354222404744,-0.06902389176845578
PuertoRico,9.396607384300777,9.142557776319029,0.2540496079817487,-0.031304743569795374,0.2646291765073332,0.020725175043990567
UnitedStates,10.214523165171148,9.768356891371496,0.44616627379965124,0.032713389532316575,0.35265589678436265,0.06060628890079195
