Country,Group 1,Group 2,Gap,Explained,Unexplained
Brazil,9.17547184534319,8.753408627795215,0.42206321754797393,0.021111394878742064,0.4009518226648528
Canada,10.234547702209856,9.930791074721899,0.3037566274879566,0.02897304887193121,0.2747835786147451
Panama,8.57707610963465,8.30032504266796,0.27675106696668905,-0.05968868952987688,0.33643975649673663
PuertoRico,9.396607384300777,9.142557776319029,0.2540496079817487,-0.030365613299046745,0.2844152212791783
UnitedStates,10.214523165171148,9.768356891371496,0.44616627379965124,0.007654787187765501,0.4385114866084133
