Country,Group 1,Group 2,Gap,Explained,Unexplained
Canada,10.234547702209856,9.930791074721899,0.3037566274879566,0.0787817969198598,0.2255225416164588
Panama,8.57707610963465,8.30032504266796,0.27675106696668905,-0.052989596095499955,0.32974066306261895
PuertoRico,9.396607384300777,9.142557776319029,0.2540496079817487,-0.04408149383176479,0.29813110181329305
UnitedStates,10.214523165171148,9.768356891371496,0.44616627379965124,0.05060715003274258,0.395368400039019
